RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8731,15574432,Smith,688,Germany,Male,38,2,29780.243852268977,2,1,1,105664.67549021725,0
8732,15574433,Smith,616,France,Male,43,5,19835.362858768676,2,1,1,94199.38707369324,0
8733,15574434,Smith,721,Germany,Male,18,10,87423.12105656457,1,1,1,179233.94017499263,0
8734,15574435,Smith,606,France,Female,21,5,23093.035749428127,3,0,0,82033.672450934,0
8735,15574436,Smith,744,Spain,Male,32,5,39644.445935339536,1,1,1,86040.6206527829,0
8736,15574437,Smith,663,Spain,Male,42,9,92699.09663355033,3,1,1,109272.45801500084,0
8737,15574438,Smith,667,France,Female,37,7,0.0,2,1,1,147228.76311517524,0
8738,15574439,Smith,560,Spain,Male,57,7,157120.9622964161,2,1,1,31763.407347478584,0
8739,15574440,Smith,626,Germany,Female,22,5,77182.0066232869,1,1,0,131112.2495486974,0
8740,15574441,Smith,669,France,Female,30,7,10351.6993798236,1,1,1,39657.563085543494,0
8741,15574442,Smith,752,Spain,Female,58,0,24137.731535657927,1,1,0,108903.93683240311,1
8742,15574443,Smith,617,France,Male,41,6,124582.3189130401,1,0,1,24451.85774240592,0
8743,15574444,Smith,752,Germany,Male,50,2,105052.64675370516,1,1,0,75861.09917624452,1
8744,15574445,Smith,574,France,Female,64,2,144339.03286426055,2,1,0,122101.90994242976,1
8745,15574446,Smith,683,France,Female,31,8,40862.857759788254,1,1,1,75390.40165968501,0
8746,15574447,Smith,599,Germany,Female,38,0,89829.19185754014,1,1,0,154560.68881654923,0
8747,15574448,Smith,804,France,Female,36,8,96328.39558918387,3,1,1,129447.69138225864,0
8748,15574449,Smith,786,France,Male,18,4,109763.37501261184,2,1,0,81641.64318627273,0
8749,15574450,Smith,678,Germany,Male,36,8,131364.05617160347,1,1,1,155939.66475847168,0
8750,15574451,Smith,596,Spain,Female,50,0,39136.80470778264,2,1,1,140764.24900506143,0
8751,15574452,Smith,498,Spain,Male,46,5,69291.48661197597,4,1,0,144641.64345866078,1
8752,15574453,Smith,687,Spain,Female,47,0,44492.512720992745,3,0,1,140505.0757251664,0
8753,15574454,Smith,670,Germany,Male,35,0,72369.40633218121,2,1,0,45749.123349188456,0
8754,15574455,Smith,735,France,Male,32,4,109921.63910314876,2,1,0,110451.06775658923,0
8755,15574456,Smith,503,France,Female,55,10,0.0,1,1,0,124080.18287040587,1
8756,15574457,Smith,664,France,Female,34,4,130468.57847296426,2,1,1,160438.46009922662,0
8757,15574458,Smith,692,Spain,Male,43,0,18040.893786812514,2,1,0,48329.122564015626,0
8758,15574459,Smith,559,France,Female,41,1,59631.48401513843,1,1,0,165393.5924738763,0
8759,15574460,Smith,661,Spain,Male,57,2,137197.09624830622,1,0,1,117378.76505350933,0
8760,15574461,Smith,577,France,Male,51,2,91400.48589917026,1,1,0,62557.928014505895,1
8761,15574462,Smith,567,Germany,Male,24,6,91976.497413183,2,1,0,74699.34248864278,0
8762,15574463,Smith,596,Spain,Male,25,1,15968.697735244466,1,1,0,198623.82558418813,0
8763,15574464,Smith,623,France,Male,46,2,22795.703208807958,2,1,0,47304.83112233065,1
8764,15574465,Smith,773,France,Female,39,0,122062.81983344594,3,1,0,86890.7903681833,1
8765,15574466,Smith,617,Germany,Female,34,0,45542.82272578051,1,1,0,77675.60293685523,0
8766,15574467,Smith,565,Germany,Female,52,0,50254.40633500753,4,1,0,124692.01520033106,1
8767,15574468,Smith,731,Germany,Male,42,0,123197.56255273559,1,1,0,69578.16227678214,0
8768,15574469,Smith,752,France,Female,40,3,22504.32273152363,1,1,0,144811.8258291942,0
8769,15574470,Smith,731,Germany,Female,49,0,88461.7566443129,1,0,1,173056.45161670493,0
8770,15574471,Smith,786,Spain,Male,35,3,77145.36630838457,1,0,1,10000.0,0
8771,15574472,Smith,669,France,Male,58,5,74865.7137068379,1,1,0,17606.232989726428,1
8772,15574473,Smith,665,France,Male,30,2,49078.21840612481,2,0,1,166938.63465840975,0
8773,15574474,Smith,579,Spain,Male,47,2,46007.240926833576,2,1,1,103654.85983363178,0
8774,15574475,Smith,789,France,Female,57,10,21081.791810256735,3,1,1,174323.16770518897,1
8775,15574476,Smith,640,Germany,Female,23,4,99133.25130206533,2,1,0,129005.57942515542,0
8776,15574477,Smith,619,Germany,Male,35,9,41592.54042416319,1,0,1,92054.61202904272,0
8777,15574478,Smith,610,France,Female,53,1,123437.23105836258,1,1,0,14657.271486350277,1
8778,15574479,Smith,713,Germany,Female,53,3,63772.24792046736,2,0,1,27226.3601886923,0
8779,15574480,Smith,658,France,Male,37,0,22077.47552894811,2,1,0,151334.16225471185,0
8780,15574481,Smith,668,France,Female,31,9,63109.30589257897,1,1,0,161843.93616931117,0
8781,15574482,Smith,617,Germany,Male,51,8,54457.140043176274,3,1,0,103538.94499356726,1
8782,15574483,Smith,630,Spain,Female,54,2,125455.17058640263,2,1,1,25602.88081613199,0
8783,15574484,Smith,635,France,Male,26,7,56549.990537423386,2,1,1,186487.0089136987,0
8784,15574485,Smith,792,France,Female,25,3,61189.48093998371,2,0,0,200000.0,0
8785,15574486,Smith,469,Spain,Female,42,5,145577.3352746218,1,1,0,159380.28195111954,0
8786,15574487,Smith,694,Spain,Female,47,9,100413.36607316745,2,0,1,132146.42682345287,0
8787,15574488,Smith,758,Spain,Male,36,10,158135.30080017482,1,0,1,129870.44962531308,0
8788,15574489,Smith,466,Spain,Male,48,3,137952.25020319526,2,1,1,10000.0,0
8789,15574490,Smith,642,Spain,Male,31,3,30641.87058185727,1,1,1,183982.57082284757,0
8790,15574491,Smith,748,France,Male,18,10,124497.54272000538,1,0,0,193989.81401645794,0
8791,15574492,Smith,574,Spain,Male,34,5,151265.16460372956,1,1,0,167993.34626184203,0
8792,15574493,Smith,676,France,Female,40,7,151640.656616171,1,0,0,22150.77013354558,0
8793,15574494,Smith,556,France,Male,36,8,124404.79917883436,1,0,0,160255.39424389412,0
8794,15574495,Smith,653,Spain,Male,26,1,123376.1497454588,2,1,1,83818.11601751197,0
8795,15574496,Smith,777,France,Male,18,5,59866.94781622251,1,1,0,98226.61418869738,0
8796,15574497,Smith,819,France,Female,33,0,33130.895782521264,1,1,0,26352.075080247523,0
8797,15574498,Smith,675,France,Female,50,6,57389.13405512716,2,1,0,10000.0,1
8798,15574499,Smith,522,France,Male,55,9,0.0,2,1,0,10000.0,1
8799,15574500,Smith,618,France,Male,54,2,142139.76577108528,1,1,1,82113.42376769455,0
8800,15574501,Smith,468,France,Male,30,8,60835.352029114394,2,1,0,10000.0,0
8801,15574502,Smith,620,France,Male,26,5,139566.536453248,1,1,0,55126.32431999269,0
8802,15574503,Smith,746,France,Female,45,8,13425.021138920027,3,1,1,95121.8125350525,0
8803,15574504,Smith,513,France,Male,47,5,129131.24605011052,2,0,0,92131.34857563196,0
8804,15574505,Smith,629,France,Female,44,3,50255.96709103402,1,0,0,89501.79218586872,0
8805,15574506,Smith,568,Germany,Male,18,5,10781.529584541291,1,1,1,84427.08619052755,0
8806,15574507,Smith,829,France,Female,29,0,156355.90260798787,2,1,0,84734.78307757239,0
8807,15574508,Smith,689,Spain,Male,39,9,130365.58346703871,1,1,1,67803.61029322456,0
8808,15574509,Smith,735,France,Female,45,7,85589.62100928921,3,1,1,92120.52128028478,0
8809,15574510,Smith,679,France,Female,49,9,76696.89425674816,1,1,0,118388.53757316801,1
8810,15574511,Smith,726,France,Male,41,7,96975.50094095591,1,1,0,34496.44175556566,0
8811,15574512,Smith,758,France,Female,43,2,84731.42889587056,1,0,1,155740.81601257445,0
8812,15574513,Smith,653,France,Male,41,4,35386.20229142644,2,1,0,73641.83501066909,0
8813,15574514,Smith,596,France,Female,48,4,54397.3865107539,1,0,1,24449.32091707256,0
8814,15574515,Smith,556,France,Male,43,2,173035.89160193515,1,1,0,114018.9861234154,0
8815,15574516,Smith,825,Germany,Female,40,10,208607.8371314007,3,0,1,162294.7904351467,0
8816,15574517,Smith,732,France,Female,36,10,153133.42526153417,1,1,1,15069.912108149263,0
8817,15574518,Smith,427,France,Female,40,5,98911.19700813117,1,1,1,10000.0,0
8818,15574519,Smith,625,Germany,Male,45,10,58112.548364903254,1,1,0,169007.61828323652,1
8819,15574520,Smith,691,France,Male,43,8,35090.7053051517,3,1,0,31982.361332029337,1
8820,15574521,Smith,817,France,Female,44,10,38385.87947848988,2,1,0,29838.494326441243,0
8821,15574522,Smith,539,France,Male,56,2,47336.617065661965,2,1,1,127786.80613923768,0
8822,15574523,Smith,692,France,Female,43,8,182558.20207128848,1,1,0,21134.32778876167,0
8823,15574524,Smith,610,France,Male,32,7,165314.11481912993,2,1,1,123383.75072637308,0
8824,15574525,Smith,530,Germany,Male,50,4,112313.9194967697,2,0,0,120794.82872335287,1
8825,15574526,Smith,784,Germany,Male,23,8,26969.3411793587,1,1,0,11815.301852352219,0
8826,15574527,Smith,553,France,Female,27,6,119652.79633555183,1,1,0,10000.0,0
8827,15574528,Smith,747,France,Female,44,2,63069.14857446974,3,1,1,35367.561856257445,0
8828,15574529,Smith,490,Spain,Male,46,9,0.0,1,1,1,171074.40236802824,0
8829,15574530,Smith,600,France,Female,25,1,89355.03187006297,2,0,0,70232.06000926111,0
8830,15574531,Smith,707,Germany,Male,35,10,32904.347958297236,1,1,1,51771.62537718055,0
8831,15574532,Smith,721,France,Male,32,4,34597.32854549814,2,1,0,43597.87840204877,0
8832,15574533,Smith,693,France,Male,34,2,62479.600321599624,1,1,1,124078.7025981287,0
8833,15574534,Smith,748,France,Male,51,9,50083.851352879356,1,1,1,104113.83911311976,0
8834,15574535,Smith,621,Germany,Female,48,8,73287.1590447996,2,1,0,66692.79221931146,1
8835,15574536,Smith,789,France,Female,39,10,70883.47249913974,4,1,0,17121.275277215027,1
8836,15574537,Smith,685,Germany,Male,33,9,0.0,4,1,0,116975.1835561791,1
8837,15574538,Smith,723,Spain,Female,23,6,151013.89944414166,1,1,0,55195.89494351607,0
8838,15574539,Smith,686,France,Female,57,9,25831.16385256601,1,1,1,108657.33230562304,0
8839,15574540,Smith,699,France,Male,47,9,27380.08074347635,2,1,1,17228.838082833376,0
8840,15574541,Smith,549,France,Male,31,7,58572.337410485125,1,1,1,171511.00840523696,0
8841,15574542,Smith,555,Spain,Male,48,5,69583.25763153529,2,1,1,79279.23190888134,0
8842,15574543,Smith,595,Spain,Male,39,8,147948.99084159196,2,1,0,126043.96056977277,0
8843,15574544,Smith,701,Spain,Male,36,5,88471.17260274505,2,0,0,136516.00519631206,0
8844,15574545,Smith,591,France,Female,45,2,103323.27420547671,2,1,1,10000.0,0
8845,15574546,Smith,620,France,Female,31,1,88726.80937916409,1,0,1,35713.82631606323,0
8846,15574547,Smith,642,Germany,Female,35,0,86573.07912493865,2,1,1,102458.80079422599,0
8847,15574548,Smith,791,Germany,Female,41,8,90486.47515435044,1,0,1,10000.0,0
8848,15574549,Smith,710,Germany,Female,34,5,0.0,2,1,0,23336.69088184854,0
8849,15574550,Smith,503,Spain,Male,48,3,62504.075758023566,1,0,0,151848.3288075935,1
8850,15574551,Smith,665,France,Female,62,4,133113.05552855786,1,1,1,122366.41717216266,0
8851,15574552,Smith,619,France,Male,30,7,250000.0,4,1,0,112772.72817228604,0
8852,15574553,Smith,627,France,Male,20,0,14784.5533730245,2,1,1,156596.29763837374,0
8853,15574554,Smith,650,Spain,Female,18,7,96153.99801621764,3,1,0,168104.34108688464,0
8854,15574555,Smith,762,France,Male,38,6,46447.67110628291,2,0,0,163746.69182785068,0
8855,15574556,Smith,568,Spain,Female,32,8,177382.5951948425,3,1,0,91916.27633313171,0
8856,15574557,Smith,670,Germany,Male,42,3,7310.861960425929,1,0,1,10000.0,0
8857,15574558,Smith,679,France,Female,41,10,106246.97451579399,1,1,1,47010.72289778763,0
8858,15574559,Smith,627,Germany,Female,20,4,4639.445024790504,2,1,0,75347.00971163127,0
8859,15574560,Smith,586,France,Male,18,7,59071.66659695837,2,0,0,131244.22039134538,0
8860,15574561,Smith,574,France,Male,43,2,73284.33346250954,2,1,1,10000.0,0
8861,15574562,Smith,607,Germany,Male,41,9,128484.5840869804,2,0,0,128822.18040188136,0
8862,15574563,Smith,723,Germany,Male,34,10,21141.658692073608,3,1,0,98167.31159974991,1
8863,15574564,Smith,614,Germany,Female,20,0,108169.15244236926,1,1,0,84881.31902184608,0
8864,15574565,Smith,640,Germany,Male,45,0,75938.88616939734,2,1,0,200000.0,1
8865,15574566,Smith,534,Germany,Female,55,10,88639.66931429898,1,1,1,45349.57849534219,0
8866,15574567,Smith,602,Spain,Female,43,10,122916.63573425706,1,1,0,137257.23449218535,0
8867,15574568,Smith,672,Spain,Male,29,9,10872.165349735616,1,1,0,65143.72119193241,0
8868,15574569,Smith,483,France,Male,40,5,115529.74865742962,2,1,0,143417.83939096492,0
8869,15574570,Smith,754,France,Male,23,1,46554.757345528764,2,1,0,10000.0,0
8870,15574571,Smith,590,Spain,Female,52,8,129793.67274884129,4,0,1,77798.49546127839,0
8871,15574572,Smith,826,Spain,Male,40,4,91727.881726894,1,0,0,88390.69073790059,0
8872,15574573,Smith,691,France,Male,18,10,64523.58092414723,1,1,1,135776.15049320098,0
8873,15574574,Smith,466,France,Male,36,8,45498.70154545893,1,1,0,72647.83135066953,0
8874,15574575,Smith,677,Germany,Female,45,7,116164.74971776654,1,1,1,130751.98738223451,0
8875,15574576,Smith,618,Spain,Male,36,7,138047.58427404638,1,1,1,10000.0,0
8876,15574577,Smith,678,Germany,Male,36,4,48357.42295699077,1,1,0,100722.94131801475,0
8877,15574578,Smith,811,Germany,Female,25,10,18349.671710930146,1,0,1,84055.10440365486,0
8878,15574579,Smith,720,Spain,Female,46,1,109710.55214726127,1,1,0,129429.17648123406,0
8879,15574580,Smith,627,France,Male,32,10,2573.452898314994,1,1,0,180709.4191378961,0
8880,15574581,Smith,510,France,Female,18,10,9724.37812085142,3,1,0,88331.64869091833,0
8881,15574582,Smith,737,France,Female,35,10,21864.98622360504,2,0,0,115820.20573947445,0
8882,15574583,Smith,700,Spain,Female,51,5,54227.475848062524,2,1,0,46346.89880955411,1
8883,15574584,Smith,765,France,Female,35,10,8183.405539227751,2,0,0,40190.937760633635,0
8884,15574585,Smith,635,Germany,Male,60,4,0.0,1,1,0,117449.5423186585,1
8885,15574586,Smith,679,Spain,Male,45,2,18227.79028314384,2,1,1,120187.631239487,0
8886,15574587,Smith,625,France,Female,44,9,107123.72232863093,2,1,0,36979.35219316937,0
8887,15574588,Smith,658,Germany,Male,38,8,11422.796393661636,1,1,0,71436.1116572701,0
8888,15574589,Smith,498,France,Female,39,6,57986.5161022915,3,1,0,82192.00614991813,1
8889,15574590,Smith,681,France,Male,36,8,172334.9231182781,1,1,0,110128.5703752913,0
8890,15574591,Smith,688,France,Male,36,9,72541.29349864548,1,1,0,145756.87441495905,0
8891,15574592,Smith,599,France,Female,46,10,92126.54948647966,2,0,0,66211.36269969911,0
8892,15574593,Smith,710,Germany,Male,28,3,27697.999087422344,2,0,1,54863.542488169616,0
8893,15574594,Smith,737,Spain,Female,27,2,183173.7426850071,2,0,0,120328.77149512316,0
8894,15574595,Smith,790,Spain,Male,26,1,47935.27554307856,1,1,1,35788.72559911874,0
8895,15574596,Smith,547,Spain,Female,64,4,63594.76577742417,1,0,0,113825.20327121632,1
8896,15574597,Smith,716,Spain,Female,46,0,140852.9338983682,1,1,0,74542.94887743445,0
8897,15574598,Smith,783,Spain,Female,43,5,65913.28775731905,4,1,0,200000.0,1
8898,15574599,Smith,614,Germany,Female,27,1,77394.43913376075,2,1,1,86531.341348328,0
8899,15574600,Smith,789,France,Male,47,8,60915.58396054352,2,0,1,93913.60952800898,0
8900,15574601,Smith,577,Germany,Male,38,4,61258.38109713864,1,0,0,93681.24501718678,0
8901,15574602,Smith,656,Germany,Female,42,1,93525.1005414046,1,1,0,173693.1959716791,1
8902,15574603,Smith,477,France,Female,28,3,102647.15945990528,1,1,0,139212.66049768796,0
8903,15574604,Smith,463,France,Female,41,5,42837.578439371646,1,1,0,118792.44514653651,0
8904,15574605,Smith,494,Germany,Male,34,3,36695.97719265352,1,0,1,124994.07842340849,0
8905,15574606,Smith,791,Germany,Male,30,4,44543.19555712184,2,0,1,22297.05276303865,0
8906,15574607,Smith,572,France,Female,48,3,4937.299290011593,1,0,0,110830.7091282354,1
8907,15574608,Smith,572,France,Male,21,3,0.0,2,1,0,132624.61663395824,0
8908,15574609,Smith,690,France,Male,46,2,89858.35736124538,1,1,1,90572.36476892378,0
8909,15574610,Smith,575,France,Male,48,8,121929.7901587556,1,1,1,150893.7364296926,0
8910,15574611,Smith,770,France,Male,29,2,118552.26465726088,2,0,1,114136.79785272639,0
8911,15574612,Smith,836,France,Male,30,3,0.0,2,1,0,140659.59825656365,0
8912,15574613,Smith,427,France,Male,37,7,62746.745647836964,2,1,1,117665.9227816004,0
8913,15574614,Smith,702,France,Female,43,4,19895.402220372052,2,1,0,167415.39842389262,0
8914,15574615,Smith,443,Germany,Male,38,6,82186.87189104284,3,0,0,128484.06914056774,1
8915,15574616,Smith,513,France,Male,45,5,54108.82405953094,1,0,1,11718.23325639061,0
8916,15574617,Smith,697,Spain,Female,61,0,104595.59531222942,1,1,1,145062.2403908241,0
8917,15574618,Smith,555,Spain,Female,33,1,74042.34547993293,2,1,0,160686.1762569859,0
8918,15574619,Smith,676,Germany,Male,19,9,0.0,3,1,1,79821.85329824327,0
8919,15574620,Smith,653,France,Female,49,4,26645.706360022967,2,0,1,98559.59910878446,0
8920,15574621,Smith,485,France,Male,60,9,75289.25574133267,1,1,0,137309.98478899212,1
8921,15574622,Smith,715,Germany,Male,44,2,79505.52146155432,1,0,1,106947.11088829793,0
8922,15574623,Smith,679,Germany,Male,26,7,4716.159614799908,1,1,1,109375.36706067949,0
8923,15574624,Smith,653,Spain,Male,38,7,0.0,1,1,1,200000.0,0
8924,15574625,Smith,585,France,Male,26,1,77812.26687865895,2,0,0,99589.55131372287,0
8925,15574626,Smith,688,France,Male,47,5,4816.634697473637,1,1,0,98691.92286950238,1
8926,15574627,Smith,520,France,Male,23,6,0.0,1,1,1,90958.11726540455,0
8927,15574628,Smith,549,France,Female,36,6,52742.974368432915,1,1,0,109363.76068560622,0
8928,15574629,Smith,682,France,Female,27,2,50577.695433067456,1,1,0,69163.72809420557,0
8929,15574630,Smith,753,France,Male,41,8,31079.976133034943,1,1,1,141413.97673153706,0
8930,15574631,Smith,602,France,Female,35,6,39813.15216375186,1,1,1,10000.0,0
8931,15574632,Smith,695,Germany,Male,42,0,75691.78616111973,2,1,0,120477.8619988448,1
8932,15574633,Smith,670,Spain,Male,40,8,38991.854816009036,2,0,0,131679.33738136242,0
8933,15574634,Smith,691,France,Female,28,10,78534.85108324197,1,1,1,80755.54207556945,0
8934,15574635,Smith,580,Germany,Male,47,5,55976.57319413328,1,1,0,49016.5620290763,1
8935,15574636,Smith,635,Germany,Male,39,5,83382.50776933279,3,1,0,134243.19750681,1
8936,15574637,Smith,646,France,Male,28,6,118910.27827183226,1,0,0,185098.1541788643,0
8937,15574638,Smith,799,France,Female,66,1,116962.39226952977,2,0,1,10000.0,0
8938,15574639,Smith,539,France,Female,45,10,139410.52355330417,1,0,0,145307.06172587458,0
8939,15574640,Smith,509,Spain,Male,38,1,116907.34484485802,1,0,1,157730.22823487263,0
8940,15574641,Smith,850,France,Female,56,3,86927.87657709021,1,1,1,47401.263121001415,0
8941,15574642,Smith,680,France,Male,62,1,53328.41811799277,1,1,0,176607.3416862925,1
8942,15574643,Smith,704,France,Female,38,6,55611.9538591888,1,1,0,100785.45130739971,0
8943,15574644,Smith,714,Spain,Male,44,9,31111.134678209484,2,1,0,21194.75541196832,0
8944,15574645,Smith,727,France,Female,28,8,75226.4645525779,1,1,0,119966.5432924806,0
8945,15574646,Smith,739,France,Female,38,1,109869.37393559673,3,1,0,112793.47553099158,1
8946,15574647,Smith,727,France,Female,37,0,38716.61985584897,2,1,1,66490.8740358664,0
8947,15574648,Smith,762,France,Male,42,0,73139.10706681131,2,1,0,174639.20356550187,0
8948,15574649,Smith,666,France,Male,43,1,41131.88856391153,2,1,1,86224.504474655,0
8949,15574650,Smith,757,France,Female,46,2,85467.71650938074,1,1,1,125772.65604459368,0
8950,15574651,Smith,839,France,Female,42,0,47530.83080250249,2,1,0,77363.75473288125,0
8951,15574652,Smith,669,France,Female,25,7,38024.47143529737,3,1,0,73533.90495322295,0
8952,15574653,Smith,698,France,Male,28,5,41001.665253398736,1,0,1,43823.8426993297,0
8953,15574654,Smith,592,France,Female,33,2,100166.43869227833,1,0,1,184309.09290420497,0
8954,15574655,Smith,633,France,Male,36,8,70162.52973348225,1,1,1,124581.05709755335,0
8955,15574656,Smith,685,France,Male,52,3,53578.913499998205,2,0,0,66319.23735993347,1
8956,15574657,Smith,611,France,Female,26,8,88070.22512736054,1,1,1,106656.92148700499,0
8957,15574658,Smith,659,France,Male,35,4,54274.18912661748,1,0,0,156985.94264617522,0
8958,15574659,Smith,684,France,Female,51,8,131325.89468428516,2,1,0,94984.81092630883,0
8959,15574660,Smith,802,Germany,Female,36,7,26306.692315337168,1,1,0,126927.08031080183,0
8960,15574661,Smith,563,Germany,Female,45,1,65651.42435913591,2,1,0,64304.096492824094,1
8961,15574662,Smith,692,France,Male,38,4,4761.738916649963,1,1,1,99471.9953643208,0
8962,15574663,Smith,589,France,Male,43,0,57656.28040549531,1,0,0,10000.0,0
8963,15574664,Smith,726,Germany,Male,37,0,0.0,1,1,1,95210.01642986402,0
8964,15574665,Smith,734,Spain,Male,48,2,112315.82612795632,2,1,1,65304.56372364115,0
8965,15574666,Smith,817,Germany,Female,21,0,113325.18835027894,3,0,1,164757.61569303772,0
8966,15574667,Smith,607,Germany,Female,35,5,114208.50868622382,1,1,0,66834.61877600473,0
8967,15574668,Smith,664,Germany,Male,43,5,76443.62400872339,1,1,1,56573.42577574351,0
8968,15574669,Smith,730,France,Female,46,4,31006.4797644954,2,0,0,140164.33247099115,0
8969,15574670,Smith,715,France,Male,57,8,34982.968398202516,2,1,1,61114.80005935726,0
8970,15574671,Smith,401,France,Male,35,10,151508.60276102606,1,1,1,102206.52272023601,0
8971,15574672,Smith,581,Spain,Female,57,3,146783.85518998984,2,0,0,92749.36102436368,1
8972,15574673,Smith,707,Spain,Male,32,2,81127.75784753858,3,1,0,89827.64583041116,1
8973,15574674,Smith,629,France,Male,55,2,49218.29829598364,1,0,1,50538.0729540967,0
8974,15574675,Smith,731,France,Male,49,0,143431.17113492553,1,1,1,151619.54871009133,0
8975,15574676,Smith,754,Spain,Female,29,3,40274.8419307595,1,1,0,64976.26249819732,0
8976,15574677,Smith,628,France,Male,43,6,86442.46040479538,2,1,0,122766.30782380168,0
8977,15574678,Smith,710,Spain,Male,39,7,142597.8652699229,1,1,0,118964.7559833309,0
8978,15574679,Smith,795,Spain,Female,47,5,33183.07501676861,2,1,1,132384.02434244723,0
8979,15574680,Smith,751,France,Male,37,6,116461.17928185561,2,1,0,75044.3325045357,0
8980,15574681,Smith,572,France,Female,36,4,101028.0397921935,2,1,1,76409.5877513832,0
8981,15574682,Smith,631,Germany,Male,56,7,73024.17288842195,1,1,1,128654.90473976728,0
8982,15574683,Smith,652,France,Male,38,9,25328.320043344218,4,0,1,67261.22814500416,0
8983,15574684,Smith,556,Germany,Male,49,2,38778.01199483621,1,0,1,75392.37456821694,0
8984,15574685,Smith,756,Germany,Male,37,7,89472.55364253293,1,0,0,77765.65650992405,0
8985,15574686,Smith,585,Spain,Male,59,10,3833.160255930663,4,1,0,94432.26149125333,1
8986,15574687,Smith,639,Spain,Male,31,9,81537.19295091249,3,1,0,82356.13122813863,0
8987,15574688,Smith,757,France,Male,32,6,102052.54920308315,1,0,0,93328.62863637778,0
8988,15574689,Smith,604,Germany,Male,58,8,124261.00864045502,1,1,0,49573.18416695318,1
8989,15574690,Smith,616,France,Male,34,5,5082.146276988875,1,1,1,101606.42233569978,0
8990,15574691,Smith,683,Spain,Female,59,9,140812.3648580637,3,1,1,143830.47204364813,1
8991,15574692,Smith,609,France,Male,50,9,159768.17470899678,2,0,0,62179.604921471524,0
8992,15574693,Smith,803,Germany,Female,38,1,95507.57838567969,1,1,0,125279.41862007356,0
8993,15574694,Smith,558,Germany,Male,18,10,23097.570928766974,2,1,0,199583.94574222196,0
8994,15574695,Smith,420,Spain,Male,39,4,58594.53558198795,2,1,1,39276.42605727455,0
8995,15574696,Smith,734,France,Female,41,8,72620.13774407464,1,1,1,93738.03193312777,0
8996,15574697,Smith,614,France,Female,54,6,88523.17543652783,2,0,0,108830.9631441023,1
8997,15574698,Smith,569,France,Female,59,10,76099.07763218012,1,0,1,89036.79328833331,0
8998,15574699,Smith,688,Germany,Male,31,2,89058.25714473084,2,0,0,40144.5421514942,0
8999,15574700,Smith,691,Spain,Female,49,1,70462.66213304386,1,1,0,103458.4560929672,1
9000,15574701,Smith,573,Spain,Male,49,7,88255.35472561215,2,0,0,66770.49170057214,1
9001,15574702,Smith,768,Germany,Male,52,7,51973.828941934305,1,1,1,128035.80569503474,0
9002,15574703,Smith,736,France,Female,45,0,58090.664150876575,1,1,0,200000.0,1
9003,15574704,Smith,847,Germany,Male,18,1,46198.741476166615,1,0,0,107466.09165405527,0
9004,15574705,Smith,604,France,Female,38,4,170862.97672520357,2,1,0,179907.17564764014,0
9005,15574706,Smith,665,France,Male,26,4,148195.03930871614,1,0,0,48872.64909377381,0
9006,15574707,Smith,673,Spain,Male,37,6,102764.7095006808,2,1,1,111902.45621590156,0
9007,15574708,Smith,617,Germany,Female,51,4,141265.44986338692,1,1,0,122426.94742204576,1
9008,15574709,Smith,690,France,Male,43,8,114923.06694889412,2,0,1,43700.733806002376,0
9009,15574710,Smith,697,France,Male,53,0,84063.55797570276,1,1,0,32492.926986226725,1
9010,15574711,Smith,697,Germany,Male,44,4,0.0,1,1,0,87535.3116399177,1
9011,15574712,Smith,617,Germany,Female,24,2,61891.803993743,1,1,0,10000.0,0
9012,15574713,Smith,629,Germany,Male,18,9,58248.10539908241,1,0,0,147143.67259491142,0
9013,15574714,Smith,593,France,Female,41,10,18346.241345392154,2,1,0,71759.2081302443,0
9014,15574715,Smith,574,Spain,Female,37,5,691.886269669194,2,1,0,119206.94635960017,0
9015,15574716,Smith,643,Germany,Female,28,0,99635.96732835125,1,1,1,128532.28151860593,0
9016,15574717,Smith,801,Spain,Female,19,1,91225.21611854064,2,1,1,98651.98814041397,0
9017,15574718,Smith,850,France,Female,31,8,16630.1509966194,1,0,1,32190.707463353086,0
9018,15574719,Smith,781,Spain,Female,37,8,37706.07467819053,1,1,0,30510.977971387125,0
9019,15574720,Smith,603,France,Female,47,1,133061.11365770816,2,0,0,101694.71983500062,0
9020,15574721,Smith,690,France,Female,42,3,31115.174324171974,1,1,0,29163.541466512397,0
9021,15574722,Smith,445,France,Female,59,9,83539.94519669013,2,1,1,54026.39366230766,0
9022,15574723,Smith,634,Spain,Female,27,2,65511.08502160095,4,0,1,71639.2036645756,0
9023,15574724,Smith,611,France,Female,50,7,100318.17355310314,1,1,1,25324.98778722374,0
9024,15574725,Smith,837,Germany,Male,40,0,32194.617367178485,2,0,0,124622.13243585097,1
9025,15574726,Smith,676,France,Male,48,8,79504.17387700535,3,1,0,89551.76495831832,1
9026,15574727,Smith,655,France,Male,34,3,83436.12886729385,1,1,0,157644.07340154907,0
9027,15574728,Smith,643,Germany,Male,52,7,86509.04031146098,1,0,0,192264.9633157845,1
9028,15574729,Smith,620,Spain,Female,43,7,78953.69289813066,1,1,0,37630.38293487494,0
9029,15574730,Smith,703,France,Female,31,5,92230.46602970551,2,1,0,10000.0,0
